"ID";"Name";"INN";"global_id";"KPP";"OGRN";"Sum";"ExtraInfo";
"15";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÃÔ «ÀÍÒÅÉ»";"7724246869";"20277192";"772401001";"1027724003658";"5.275584937E7";"";
"12";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ ÊÔ «ÀÍÀÒÎËÜÅÂÍÀ»";"7703035296";"20277189";"770901001";"1027700044657";"5.256748518E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"14";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÁÅËÂÈÒ - Ì»";"7717110539";"20277191";"772901001";"1037739353563";"5.161312777E7";"";
"16";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÎËÈÌÏÈß»";"7702023548";"20277193";"770901001";"1027700267770";"5.138838398E7";"";
"9";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÞÍÈ»";"7718799590";"20277186";"502501001";"1107746212386";"4.496079676E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"19";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÀÔÈÍÀ»";"7715587654";"20277196";"771501001";"1027739782916";"4.42630749E7";"";
"18";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ØÊÎËÜÍÛÅ ÃÎÄÛ»";"7731257156";"20277195";"770501001";"1037739720567";"4.346080728E7";"";
"24";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ËÀÍ ÀÒÌÑÅÐÂÈÑ»";"7730526310";"20277201";"773101001";"1027731010515";"4.285319255E7";"";
"22";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÍÏÎ «ÏÐÎÅÊÒÑÏÅÖÒÅÕÍÈÊÀ»";"7719206839";"20277199";"770101001";"1037739273990";"3.928416552E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"23";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÃÌÈ»";"7705053036";"20277200";"770401001";"1027700327786";"3.915959154E7";"";
"25";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÔÈÐÌÀ ÎÌ»";"7704014316";"20277202";"773501001";"1027739356358";"3.813048624E7";"";
"28";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÂÎ ÄÂÎÐÖÅ»";"7701892841";"20277205";"772501001";"1037739771816";"3.782663429E7";"";
"27";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÈÇÄÀÒÅËÜÑÒÂÎ «ÀËÅÔ ÏÐÈÍÒ»";"7701260842";"20277204";"770901001";"1037739244311";"3.753568886E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"31";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÁÀÉÐÀÌ»";"7706810377";"20277208";"773601001";"1027700231240";"3.723461662E7";"";
"20";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÈíòåðÑåðâèñ»";"7722569600";"20277197";"771901001";"1027700412134";"3.710657859E7";"";
"26";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÑÒÓÄÈß ÄÅÊ»";"7715379982";"20277203";"774301001";"1037700128839";"3.673024026E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"33";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÁÓÒÒÅÊÑ»";"7723166681";"20277210";"772001001";"1027739528805";"3.653738643E7";"";
"32";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÀÂÒÎÇÀÂÎÄÑÊÈÉ ÒÅÕÖÅÍÒÐ «ÎÐÁÈÒÀ-ÑÅÐÂÈÑ»";"7725009973";"20277209";"774301001";"1037739179433";"3.472592386E7";"";
"36";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ ÒÏÖ «ËÓÁßÍÊÀ»";"7708042515";"20277213";"771401001";"1027700275470";"3.246965874E7";"";
"30";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ ÔÈÐÌÀ «ÀËÅÊÑÀÍÄÐÀ»";"7728604748";"20277207";"772301001";"1037739056520";"3.215933497E7";"";
"34";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÊÀÑÏÅÐ ÑÒÐÎÉ»";"7736171181";"20277211";"772401001";"1127747156822";"3.214161524E7";"";
"48";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÃÎÐÎÄÑÊÎÉ ÄÎÌ»";"7728149464";"20277225";"774501001";"1037739412941";"3.20466249E7";"";
"52";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÌÑ ËÀÉÍ»";"7719185385";"20277229";"771901001";"1027739058434";"3.102221188E7";"";
"17";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÖÅÍÒÐ ÊÓËÜÒÓÐÍÛÕ ÈÍÍÎÂÀÖÈÉ-2000»";"7708135713";"20277194";"770801001";"1027739028063";"3.085588411E7";"";
"41";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÐÎÉ-ÔÎÐÒ»";"7702044114";"20277218";"773701001";"1047796072081";"3.046307147E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"39";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÀÄÐÝÌ ËÒÄ»";"7729123691";"20277216";"770201001";"1037739261647";"3.030099916E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"40";"Îòêðûòîå àêöèîíåðíîå îáùåñòâî ÏÊÒÈÏÐÎÌÑÒÐÎÉ";"7714008512";"20277217";"770101001";"1037739061425";"3.0065838E7";"";
"43";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÀÑÏ ÑÅÐÂÈÑ»";"7715516251";"20277220";"770101001";"1027700139170";"2.966148794E7";"";
"65";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÃÀÃÀÐÈÍÑÊÎÅ - 4»";"7719556079";"20277242";"771801001";"1027739293977";"2.891992899E7";"";
"35";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ËÅÊÊÓÑ»";"7720007299";"20277212";"770201001";"1027700088404";"2.86629216E7";"";
"56";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÝËËÀÄÀ ÏËÞÑ»";"7712051752";"20277233";"771801001";"1127746035185";"2.857333149E7";"";
"46";"Àêöèîíåðíîå îáùåñòâî «ÔËÎÐÈÄÀ 2000»";"7722133041";"20277223";"772201001";"1027739276608";"2.856888322E7";"";
"44";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÔËÀÃÌÀÍ-ÑÎÔÒ»";"7709616297";"20277221";"772301001";"1037739765910";"2.845008406E7";"";
"45";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÞÃ-Â»";"7723004183";"20277222";"770901001";"1057747323314";"2.83643008E7";"";
"42";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÅÂÐÎÑÒÀÐ»";"7705839060";"20277219";"771501001";"1047796233100";"2.778793792E7";"";
"54";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÈÍÆÅÍÅÐ»";"7702075659";"20277231";"772401001";"1057746896041";"2.773658833E7";"";
"11";"Îòêðûòîå àêöèîíåðíîå îáùåñòâî «ËÈÊÎÌ-ÖÅÍÒÐ»
";"7703669662";"20277188";"770801001";"1037739497157";"2.72713009E7";"";
"51";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÀÃÐÎÈÍÂÅÑÒ Ö»";"7722177151";"20277228";"772901001";"1027700296117";"2.702365227E7";"";
"57";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «Âèëëèñ»";"5075369267";"20277234";"773601001";"1027700161873";"2.693016643E7";"";
"50";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÊÎÑÌÎÝÂÈÒÅÐ»";"7720245857";"20277227";"772201001";"1037700017475";"2.671552394E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"49";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÔÎÒÎ-ÏÐÎÔ-ÒÀÑÑ»";"7703081630";"20277226";"770401001";"1027700264723";"2.624072442E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"53";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÏÊÖ-ÈÍÊÎ»";"7731050183";"20277230";"770201001";"1025005329568";"2.623112752E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"47";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÊÎÑÌÎÑ»";"7720068118";"20277224";"772201001";"1027739276608";"2.604426669E7";"";
"58";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÁÀÐÑ È ÊÎ»";"7719151241";"20277235";"770701001";"1107746091012";"2.56544359E7";"";
"61";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÈÒÐÎÌ»";"7734250832";"20277238";"773101001";"5077746828638";"2.471935703E7";"";
"21";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÒÎÐÃÑÈÍ 95»";"7715047962";"20277198";"772501001";"1067746299818";"2.452413964E7";"";
"63";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÂÎÑÒÎÊ ÏÐÎÅÊÒ»";"7709544155";"20277240";"770101001";"1037739330892";"2.441405733E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"59";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÃÎÐÎÄÅÖÊÈÉ ÕËÅÁ»";"7720015451";"20277236";"771001001";"1027700116179";"2.412377076E7";"";
"64";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÊÎÍÑÀËÒÈÍÂÅÑÒÏÐÎÌ»";"7702309716";"20277241";"774301001";"1027700282147";"2.410094564E7";"";
"60";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÝÐÊÀÔÀÐÌ»";"7701047916";"20277237";"771001001";"1027700109580";"2.40182637E7";"";
"38";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÞÃ-ÑÅÐÂÈÑ»";"7724543879";"20277215";"772401001";"1057746896041";"2.337497703E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"62";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÔÈÒÈÍÃ»";"7731568296";"20284295";"771601001";"1037739402667";"2.329904586E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"71";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ ÒÏÖ «ÈÍÃÅÎÊÎÌ-Ñ»";"7709075986";"20277248";"771501001";"1027700435377";"2.291115588E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"66";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «Îðèåíò Ñòàð»";"7702281972";"20277243";"771001001";"1027700348565";"2.264694027E7";"";
"67";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «Äîêòîð è Àëåêñ»";"7714121765";"20277244";"770501001";"1027739065650";"2.242314698E7";"";
"73";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÃÑ È Ê»";"7716127586";"20277250";"774301001";"1027700037991";"2.229808664E7";"";
"29";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ ÒÝÃ «ÀÑÒÝÊÎ»";"7713281780";"20277206";"770701001";"1127746090988";"2.198997115E7";"";
"75";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÑÎËÜÂÅÉÃ»";"7701018344";"20277252";"771601001";"1037700116123";"2.189313276E7";"";
"68";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÓËÜÁÀÑ»";"7728001179";"20277245";"770501001";"1037739909690";"2.182518931E7";"";
"55";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÄÅËÎÂÎÉ ÖÅÍÒÐ «ÑÅÂÅÐÍÛÉ ÁÅÐÅÃ»";"7731183472";"20277232";"771801001";"1037739741490";"2.145327539E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"77";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÌÀÐÒ - ÐÅÌÎÁÓÂÜ»";"7707084008";"20277254";"771401001";"1027739812594";"2.134102783E7";"";
"70";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÎÄÅÆÄÀ ÄËß ÂÑÅÉ ÑÅÌÜÈ»";"7718190840";"20277247";"772101001";"5067746651253";"2.099035735E7";"";
"76";"Îòêðûòîå àêöèîíåðíîå îáùåñòâî ôèðìà «ÂÏÒÈàãðîñòðîé»";"7729099079";"20277253";"771801001";"1027739078872";"2.098568014E7";"";
"82";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ËÅÎÍÀÐÄÎ»";"7709177000";"20277259";"772901001";"1057747163715";"2.068387398E7";"";
"81";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÞÊÎÍÒ-ÀËÜßÍÑ»";"7705385578";"20277258";"774301001";"1117746921643";"2.057109077E7";"";
"78";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÊÓÉÁÛØÅÂÑÊÎÅ»";"7718143640";"20277255";"771601001";"1027739283538";"2.04857705E7";"";
"87";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÀÂÐÎÐÀ ÈÍÒÓÐ»";"7707122052";"20277264";"771001001";"1027739285430";"2.018516034E7";"";
"86";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÀÌÎÍÒÈÑ»";"7705457039";"20277263";"770501001";"1027700038618";"2.016731735E7";"";
"83";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÊÎÍÖÅÐÍ ÁÅËÛÉ ÂÅÒÅÐ»";"7710147515";"20277260";"771901001";"1027739930789";"1.971746961E7";"";
"79";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÒÊ ÑÒÐÎÉÐÅÇÅÐÂ»";"7730117607";"20277256";"773001001";"1037739378676";"1.958756933E7";"";
"84";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÄÈÀËÎÃ»";"7735003642";"20277261";"773501001";"1027700262479";"1.950716374E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"74";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ ÓÊ «ÑÏÅÖÑÒÐÎÉÌÎÍÎËÈÒ ÈÍÂÅÑÒ»";"7718873741";"20277251";"771801001";"1127746035185";"1.874263303E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"80";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÈÍÂÅÑÒÌÅÒÑÅÐÂÈÑ»";"7743835644";"20277257";"773501001";"1027739365444";"1.87174384E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"37";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ËÈÃÀ ÃÐÓÏÏ»";"7737500777";"20277214";"773601001";"1027739037479";"1.840468504E7";"";
"72";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÂÈÊÈÍÃ-Ñ»";"7726319375";"20277249";"772601001";"1027726003106";"1.813457201E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"85";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÅÂÐÎÑÒÐÎÉ»";"7714526377";"20277262";"770901001";"1037789021159";"1.808558843E7";"";
"69";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÍÀ ÃÎÐÊÅ (ÏÐÎÄÓÊÒÛ)»";"7731004564";"20277246";"771401001";"1047796680326";"1.773497871E7";"";
"88";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÄÅÒÅÍÇÎÐ-ÌÅÄ»";"7710556885";"20277265";"771401001";"1047796686300";"1.764807243E7";"";
"89";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÊÎÎÏÅÐÀÒÎÐ ÊÓÁÀÍÈ»";"7728024240";"20277266";"772801001";"1037739219561";"1.759793489E7";"";
"90";"Çàêðûòîå àêöèîíåðíîå îáùåñòâî «ÐÎÑÑÈÒÀ»";"7701108622";"20277267";"770101001";"1027739247590";"1.755838524E7";"";
"91";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÌÈÄÀÑ È Ê»";"7727151460";"20277268";"772801001";"1027739792277";"1.753010239E7";"";
"92";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «ÒÄ «ÁÅËßÅÂÎ»";"7728066120";"20277269";"772801001";"1037739364673";"1.739536639E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
"93";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ «Ñîâèíòåõ»";"7715274250";"20277270";"771501001";"1037739036257";"1.732118046E7";"";
"94";"Îáùåñòâî ñ îãðàíè÷åííîé îòâåòñòâåííîñòüþ ÔÈÐÌÀ «ÖÅÌÎÑïëþñ»";"7718120970";"20277271";"771801001";"1027700094950";"1.724992918E7";"çàäîëæåííîñòü ïî àðåíäíîé ïëàòå äëÿ àðåíäàòîðîâ, ñ êîòîðûìè îôîðìëåíî íåñêîëüêî äîãîâîðîâ àðåíäû íà íåæèëûå ïîìåùåíèÿ, óêàçàíà ñ ó÷åòîì îáùåé ñóììû çàäîëæåííîñòè";
